,Order Date,Sales,Category,Sub-Category
235,2017-07-04,617.976,Technology,Accessories
9442,2017-07-04,16.256,Office Supplies,Art
9443,2017-07-04,219.184,Technology,Phones
234,2017-07-04,258.072,Furniture,Furnishings
231,2017-07-04,233.86,Furniture,Tables
233,2017-07-04,5.328,Office Supplies,Binders
3830,2017-07-05,87.444,Office Supplies,Appliances
5000,2017-07-05,79.99,Technology,Accessories
9373,2017-07-05,419.944,Technology,Phones
3827,2017-07-05,1458.65,Furniture,Chairs
3828,2017-07-05,26.64,Furniture,Chairs
3829,2017-07-05,476.8,Furniture,Chairs
5934,2017-07-07,527.92,Technology,Accessories
5930,2017-07-07,15.552,Office Supplies,Paper
5931,2017-07-07,683.988,Technology,Phones
2370,2017-07-07,252.0,Technology,Accessories
5929,2017-07-07,87.21,Furniture,Bookcases
5932,2017-07-07,13.392,Office Supplies,Storage
5933,2017-07-07,16.776,Technology,Accessories
1262,2017-07-07,17.472,Office Supplies,Binders
8491,2017-07-07,5.94,Office Supplies,Fasteners
9180,2017-07-08,11.952,Office Supplies,Binders
4105,2017-07-08,13.76,Office Supplies,Binders
9183,2017-07-08,24.56,Office Supplies,Paper
9182,2017-07-08,55.76,Technology,Accessories
2745,2017-07-08,79.992,Technology,Accessories
3573,2017-07-08,11.68,Office Supplies,Art
4104,2017-07-08,159.96,Technology,Phones
3574,2017-07-08,104.8,Office Supplies,Art
7652,2017-07-08,118.16,Office Supplies,Storage
7651,2017-07-08,119.448,Technology,Accessories
9184,2017-07-08,51.75,Furniture,Furnishings
9181,2017-07-08,31.128,Office Supplies,Binders
9185,2017-07-08,207.184,Furniture,Chairs
4261,2017-07-08,63.96,Technology,Accessories
9186,2017-07-08,1473.1,Office Supplies,Appliances
4457,2017-07-08,244.55,Office Supplies,Paper
9179,2017-07-08,707.88,Technology,Phones
2568,2017-07-09,478.08,Office Supplies,Storage
4153,2017-07-09,4.896,Office Supplies,Envelopes
3357,2017-07-09,73.008,Office Supplies,Paper
4152,2017-07-09,15.552,Office Supplies,Paper
7140,2017-07-09,113.52,Technology,Accessories
4151,2017-07-09,29.24,Office Supplies,Labels
3566,2017-07-09,1577.94,Office Supplies,Binders
5279,2017-07-09,13.48,Technology,Accessories
9539,2017-07-09,39.96,Office Supplies,Paper
532,2017-07-09,47.94,Furniture,Furnishings
4084,2017-07-09,7.857,Office Supplies,Binders
6004,2017-07-09,19.76,Furniture,Furnishings
9326,2017-07-09,80.96,Furniture,Furnishings
7141,2017-07-09,135.3,Furniture,Furnishings
8124,2017-07-09,161.568,Furniture,Chairs
2098,2017-07-09,37.68,Office Supplies,Storage
5546,2017-07-09,25.16,Furniture,Furnishings
2099,2017-07-09,279.944,Technology,Accessories
8210,2017-07-09,81.568,Office Supplies,Appliances
9538,2017-07-09,16.9,Office Supplies,Paper
5547,2017-07-09,126.56,Technology,Phones
9327,2017-07-09,455.712,Technology,Phones
9328,2017-07-09,25.98,Office Supplies,Art
2404,2017-07-10,1115.91,Technology,Accessories
3385,2017-07-10,580.672,Office Supplies,Storage
3386,2017-07-10,18.936,Office Supplies,Fasteners
3387,2017-07-10,222.384,Technology,Phones
3389,2017-07-10,154.764,Furniture,Tables
1714,2017-07-10,307.666,Furniture,Bookcases
2405,2017-07-10,128.744,Technology,Phones
2406,2017-07-10,79.92,Technology,Phones
4180,2017-07-10,4.24,Office Supplies,Binders
5280,2017-07-10,85.52,Office Supplies,Storage
3388,2017-07-10,50.454,Office Supplies,Binders
4778,2017-07-11,100.94,Office Supplies,Appliances
2074,2017-07-11,761.544,Technology,Phones
2073,2017-07-11,59.97,Technology,Accessories
3558,2017-07-11,21.792,Office Supplies,Binders
2725,2017-07-11,359.97,Technology,Phones
2726,2017-07-11,350.352,Furniture,Tables
8330,2017-07-11,7.88,Technology,Accessories
9492,2017-07-11,38.16,Office Supplies,Binders
9369,2017-07-11,272.97,Furniture,Chairs
3559,2017-07-11,439.8,Technology,Accessories
3899,2017-07-12,127.984,Technology,Accessories
565,2017-07-12,374.376,Technology,Phones
7855,2017-07-12,52.0,Technology,Accessories
4991,2017-07-12,1889.99,Office Supplies,Binders
4318,2017-07-12,82.38,Furniture,Furnishings
9768,2017-07-12,50.04,Office Supplies,Paper
3896,2017-07-12,3.552,Office Supplies,Fasteners
3897,2017-07-12,15.552,Office Supplies,Paper
7854,2017-07-12,320.64,Office Supplies,Appliances
5976,2017-07-13,13.56,Office Supplies,Paper
5975,2017-07-13,360.38,Office Supplies,Storage
4803,2017-07-13,39.594,Technology,Phones
4804,2017-07-13,91.008,Furniture,Furnishings
7495,2017-07-14,4.448,Office Supplies,Binders
7498,2017-07-14,71.92,Office Supplies,Art
7499,2017-07-14,18.84,Furniture,Furnishings
7496,2017-07-14,276.69,Furniture,Furnishings
7508,2017-07-14,9.248,Office Supplies,Paper
7513,2017-07-14,13.12,Office Supplies,Art
7500,2017-07-14,140.97,Technology,Accessories
7511,2017-07-14,396.92,Furniture,Furnishings
7501,2017-07-14,470.376,Technology,Phones
7510,2017-07-14,62.04,Office Supplies,Storage
7509,2017-07-14,1889.946,Technology,Phones
7497,2017-07-14,4.96,Office Supplies,Fasteners
7512,2017-07-14,239.456,Office Supplies,Storage
7691,2017-07-15,12.96,Office Supplies,Paper
7689,2017-07-15,179.94,Office Supplies,Appliances
7690,2017-07-15,872.94,Furniture,Tables
5498,2017-07-15,7.83,Office Supplies,Labels
5497,2017-07-15,6.56,Office Supplies,Art
2090,2017-07-15,26.55,Office Supplies,Binders
2091,2017-07-15,310.443,Furniture,Tables
5501,2017-07-15,8.96,Office Supplies,Paper
5500,2017-07-15,664.146,Furniture,Chairs
5499,2017-07-15,41.9,Technology,Accessories
9829,2017-07-16,242.352,Furniture,Chairs
2571,2017-07-16,2.912,Office Supplies,Art
23,2017-07-16,71.372,Furniture,Chairs
5648,2017-07-17,32.4,Office Supplies,Paper
2439,2017-07-17,7.904,Furniture,Furnishings
5651,2017-07-17,1194.165,Furniture,Bookcases
4527,2017-07-17,39.08,Furniture,Furnishings
4572,2017-07-17,479.984,Technology,Copiers
5650,2017-07-17,10.56,Office Supplies,Storage
5649,2017-07-17,57.9,Office Supplies,Envelopes
4526,2017-07-17,99.9,Office Supplies,Paper
4525,2017-07-17,269.98,Technology,Phones
3918,2017-07-18,311.976,Furniture,Chairs
7043,2017-07-18,198.744,Furniture,Chairs
3917,2017-07-18,7.656,Office Supplies,Binders
7044,2017-07-18,9.184,Office Supplies,Supplies
7042,2017-07-18,599.97,Technology,Copiers
3915,2017-07-18,161.568,Furniture,Chairs
3916,2017-07-18,16.096,Office Supplies,Paper
3914,2017-07-18,801.6,Furniture,Tables
2314,2017-07-20,416.32,Office Supplies,Appliances
3154,2017-07-20,735.98,Office Supplies,Binders
579,2017-07-20,8.792,Furniture,Furnishings
578,2017-07-20,69.712,Office Supplies,Storage
2317,2017-07-20,60.83,Office Supplies,Binders
2316,2017-07-20,182.94,Furniture,Chairs
9319,2017-07-20,163.764,Furniture,Chairs
9318,2017-07-20,13.36,Office Supplies,Paper
9320,2017-07-20,183.92,Furniture,Furnishings
2318,2017-07-20,389.97,Technology,Accessories
2313,2017-07-20,14.62,Office Supplies,Labels
2315,2017-07-20,43.0,Office Supplies,Binders
6700,2017-07-21,50.352,Office Supplies,Binders
6831,2017-07-21,17.48,Office Supplies,Appliances
644,2017-07-21,6.48,Office Supplies,Paper
8327,2017-07-21,94.192,Office Supplies,Binders
6698,2017-07-21,16.34,Office Supplies,Paper
7084,2017-07-21,1626.192,Technology,Phones
4273,2017-07-21,25.99,Office Supplies,Art
9808,2017-07-21,2.112,Office Supplies,Binders
6589,2017-07-21,231.72,Office Supplies,Supplies
6587,2017-07-21,302.94,Furniture,Bookcases
6588,2017-07-21,14.94,Office Supplies,Binders
7083,2017-07-21,3.52,Office Supplies,Art
5013,2017-07-21,222.32,Office Supplies,Storage
7844,2017-07-21,124.404,Furniture,Tables
5014,2017-07-21,210.564,Technology,Phones
6583,2017-07-21,101.94,Office Supplies,Art
6699,2017-07-21,225.296,Furniture,Chairs
4272,2017-07-21,71.928,Technology,Phones
6584,2017-07-21,271.96,Technology,Phones
8326,2017-07-21,2.864,Office Supplies,Binders
6586,2017-07-21,19.68,Office Supplies,Art
6585,2017-07-21,8.8,Furniture,Furnishings
5012,2017-07-21,33.93,Office Supplies,Binders
3196,2017-07-22,29.97,Technology,Phones
8118,2017-07-22,526.344,Furniture,Chairs
7893,2017-07-23,13.92,Office Supplies,Binders
6261,2017-07-23,41.4,Office Supplies,Labels
758,2017-07-23,13.128,Office Supplies,Binders
8184,2017-07-23,63.312,Office Supplies,Paper
9230,2017-07-23,58.32,Office Supplies,Paper
4372,2017-07-23,11.68,Office Supplies,Art
9229,2017-07-23,15.192,Office Supplies,Binders
4373,2017-07-23,159.75,Technology,Accessories
9588,2017-07-23,121.536,Office Supplies,Art
8638,2017-07-23,399.95,Technology,Accessories
6901,2017-07-24,2399.96,Technology,Copiers
6786,2017-07-25,20.736,Office Supplies,Paper
7929,2017-07-25,298.116,Furniture,Tables
6784,2017-07-25,138.588,Furniture,Tables
6782,2017-07-25,20.096,Furniture,Furnishings
6785,2017-07-25,259.92,Office Supplies,Storage
2855,2017-07-25,20.23,Office Supplies,Labels
6783,2017-07-25,37.752,Office Supplies,Supplies
5115,2017-07-25,3.304,Office Supplies,Labels
8302,2017-07-26,362.352,Furniture,Chairs
8301,2017-07-26,1649.95,Technology,Accessories
8093,2017-07-27,23.88,Furniture,Furnishings
8094,2017-07-27,26.2,Office Supplies,Paper
8096,2017-07-27,234.95,Technology,Accessories
9807,2017-07-27,194.848,Furniture,Chairs
4125,2017-07-27,91.032,Furniture,Furnishings
5296,2017-07-27,14.89,Furniture,Furnishings
8095,2017-07-27,12.96,Office Supplies,Paper
5297,2017-07-27,543.92,Technology,Phones
2220,2017-07-28,1145.6,Technology,Phones
2219,2017-07-28,14.98,Office Supplies,Storage
2218,2017-07-28,9.984,Office Supplies,Binders
2227,2017-07-29,124.792,Technology,Phones
5025,2017-07-29,461.97,Technology,Phones
5024,2017-07-29,33.48,Office Supplies,Binders
6910,2017-07-29,115.96,Furniture,Bookcases
1736,2017-07-29,4.368,Office Supplies,Art
1735,2017-07-29,22.0,Technology,Phones
2712,2017-07-29,60.12,Office Supplies,Art
5027,2017-07-29,302.67,Furniture,Chairs
1734,2017-07-29,34.848,Office Supplies,Appliances
2226,2017-07-29,2.896,Office Supplies,Fasteners
5026,2017-07-29,137.62,Office Supplies,Appliances
1844,2017-07-29,90.57,Technology,Accessories
642,2017-07-30,26.25,Office Supplies,Labels
7658,2017-07-30,76.776,Office Supplies,Binders
641,2017-07-30,330.4,Office Supplies,Storage
7738,2017-07-30,89.95,Technology,Phones
6691,2017-07-31,155.88,Office Supplies,Appliances
6455,2017-07-31,36.96,Furniture,Furnishings
9438,2017-07-31,285.576,Technology,Phones
9704,2017-07-31,11.01,Office Supplies,Binders
2224,2017-07-31,54.816,Office Supplies,Paper
6690,2017-07-31,17.52,Office Supplies,Binders
9702,2017-07-31,11.54,Office Supplies,Paper
3784,2017-07-31,41.424,Technology,Accessories
6454,2017-07-31,56.56,Office Supplies,Storage
9703,2017-07-31,849.95,Office Supplies,Binders
5712,2017-07-31,36.792,Technology,Phones
2289,2017-08-01,892.98,Furniture,Tables
359,2017-08-03,647.84,Office Supplies,Appliances
4883,2017-08-03,171.2,Office Supplies,Binders
360,2017-08-03,20.7,Office Supplies,Labels
4884,2017-08-03,3.36,Office Supplies,Art
3986,2017-08-04,2591.56,Office Supplies,Storage
4651,2017-08-04,195.76,Office Supplies,Paper
4650,2017-08-04,244.55,Office Supplies,Paper
2848,2017-08-04,2690.97,Office Supplies,Binders
5370,2017-08-04,273.96,Furniture,Furnishings
3987,2017-08-04,41.95,Office Supplies,Appliances
2847,2017-08-04,56.28,Furniture,Furnishings
5371,2017-08-04,306.9,Furniture,Furnishings
4470,2017-08-05,128.058,Furniture,Chairs
9519,2017-08-05,81.08,Office Supplies,Appliances
9600,2017-08-05,41.472,Office Supplies,Paper
3273,2017-08-05,3359.952,Technology,Copiers
1595,2017-08-05,47.992,Furniture,Chairs
9646,2017-08-06,72.588,Office Supplies,Binders
7815,2017-08-06,17.52,Technology,Phones
665,2017-08-06,23.76,Office Supplies,Supplies
666,2017-08-06,85.056,Office Supplies,Paper
667,2017-08-06,381.576,Technology,Phones
9645,2017-08-06,35.168,Office Supplies,Storage
7505,2017-08-06,12.176,Office Supplies,Binders
4819,2017-08-06,10.36,Office Supplies,Binders
9644,2017-08-06,89.544,Technology,Accessories
261,2017-08-06,1.624,Office Supplies,Appliances
7814,2017-08-06,1497.666,Furniture,Bookcases
8404,2017-08-07,83.92,Furniture,Furnishings
9530,2017-08-07,52.76,Office Supplies,Paper
8408,2017-08-07,174.95,Office Supplies,Art
8407,2017-08-07,28.91,Office Supplies,Art
1623,2017-08-07,50.0,Technology,Accessories
8406,2017-08-07,39.98,Furniture,Furnishings
8405,2017-08-07,141.9,Technology,Accessories
347,2017-08-07,24.56,Office Supplies,Paper
4538,2017-08-07,13.12,Office Supplies,Art
4535,2017-08-07,15.84,Furniture,Furnishings
4537,2017-08-07,18.24,Office Supplies,Art
4536,2017-08-07,86.376,Office Supplies,Binders
1622,2017-08-07,23.168,Office Supplies,Binders
346,2017-08-07,7.56,Office Supplies,Art
348,2017-08-07,12.96,Office Supplies,Art
1621,2017-08-07,786.48,Office Supplies,Labels
3215,2017-08-07,75.18,Office Supplies,Labels
1368,2017-08-07,145.9,Furniture,Furnishings
1620,2017-08-07,198.46,Furniture,Furnishings
5767,2017-08-09,85.2,Technology,Accessories
8324,2017-08-09,61.68,Office Supplies,Storage
3656,2017-08-09,9.096,Technology,Accessories
6648,2017-08-09,42.616,Office Supplies,Binders
6649,2017-08-09,319.984,Technology,Copiers
8619,2017-08-09,65.12,Office Supplies,Storage
1713,2017-08-09,765.625,Furniture,Tables
8325,2017-08-09,158.376,Technology,Phones
6650,2017-08-09,45.92,Office Supplies,Fasteners
6651,2017-08-09,21.184,Furniture,Furnishings
6652,2017-08-09,20.736,Office Supplies,Paper
6653,2017-08-09,213.43,Furniture,Chairs
3126,2017-08-09,258.528,Technology,Phones
4528,2017-08-09,116.832,Technology,Accessories
5483,2017-08-10,40.68,Office Supplies,Storage
5887,2017-08-10,42.76,Office Supplies,Storage
7170,2017-08-10,145.764,Furniture,Chairs
5481,2017-08-10,36.0,Technology,Accessories
5482,2017-08-10,239.96,Technology,Accessories
5480,2017-08-10,103.192,Technology,Phones
8431,2017-08-11,274.2,Furniture,Furnishings
8092,2017-08-11,109.9,Office Supplies,Art
5729,2017-08-12,61.06,Office Supplies,Labels
5728,2017-08-12,1089.75,Office Supplies,Appliances
3430,2017-08-12,29.79,Office Supplies,Storage
5409,2017-08-12,90.48,Office Supplies,Binders
3432,2017-08-12,60.12,Office Supplies,Paper
3431,2017-08-12,128.9,Furniture,Furnishings
5408,2017-08-12,22.424,Office Supplies,Binders
5407,2017-08-12,87.92,Office Supplies,Paper
5727,2017-08-12,178.11,Technology,Accessories
4952,2017-08-12,69.48,Office Supplies,Appliances
1167,2017-08-12,109.48,Furniture,Furnishings
5730,2017-08-12,459.92,Furniture,Bookcases
1169,2017-08-12,19.44,Office Supplies,Paper
5731,2017-08-12,27.52,Office Supplies,Paper
1168,2017-08-12,272.94,Office Supplies,Storage
5410,2017-08-12,42.76,Office Supplies,Storage
8738,2017-08-12,13.248,Office Supplies,Art
8108,2017-08-12,215.544,Furniture,Chairs
7820,2017-08-12,592.74,Office Supplies,Storage
405,2017-08-12,179.95,Technology,Accessories
407,2017-08-12,27.15,Office Supplies,Paper
408,2017-08-12,1004.024,Furniture,Tables
406,2017-08-12,1199.976,Technology,Copiers
409,2017-08-12,9.68,Office Supplies,Paper
413,2017-08-12,113.568,Furniture,Chairs
412,2017-08-12,1336.829,Furniture,Bookcases
411,2017-08-12,55.98,Office Supplies,Paper
410,2017-08-12,28.35,Office Supplies,Labels
8739,2017-08-12,83.988,Technology,Phones
1170,2017-08-12,31.92,Office Supplies,Storage
2866,2017-08-13,31.92,Office Supplies,Supplies
2865,2017-08-13,59.52,Office Supplies,Art
7897,2017-08-13,272.048,Office Supplies,Appliances
7900,2017-08-13,1.584,Technology,Accessories
7901,2017-08-13,31.984,Furniture,Furnishings
7899,2017-08-13,24.32,Office Supplies,Fasteners
2864,2017-08-13,83.79,Office Supplies,Appliances
7898,2017-08-13,1614.582,Office Supplies,Binders
6070,2017-08-13,17.544,Office Supplies,Labels
7902,2017-08-13,14.76,Office Supplies,Envelopes
7375,2017-08-13,36.024,Office Supplies,Binders
7903,2017-08-13,423.648,Furniture,Chairs
2863,2017-08-13,31.44,Office Supplies,Storage
4490,2017-08-14,418.296,Furniture,Tables
2398,2017-08-14,16.68,Office Supplies,Art
2397,2017-08-14,5.76,Office Supplies,Labels
2534,2017-08-15,1801.632,Office Supplies,Storage
2459,2017-08-15,97.84,Office Supplies,Appliances
5294,2017-08-15,50.4,Office Supplies,Labels
7267,2017-08-16,67.136,Office Supplies,Storage
7266,2017-08-16,13.428,Office Supplies,Binders
7938,2017-08-17,540.57,Office Supplies,Storage
7937,2017-08-17,2518.29,Office Supplies,Appliances
7934,2017-08-17,71.976,Technology,Phones
7933,2017-08-17,23.36,Office Supplies,Envelopes
7936,2017-08-17,13.92,Office Supplies,Binders
7243,2017-08-17,4416.174,Furniture,Chairs
1920,2017-08-17,462.564,Furniture,Chairs
6413,2017-08-17,98.16,Technology,Accessories
7935,2017-08-17,8.56,Office Supplies,Paper
7184,2017-08-17,5.552,Office Supplies,Supplies
7185,2017-08-17,8.016,Office Supplies,Art
1919,2017-08-17,895.92,Office Supplies,Binders
7186,2017-08-17,74.592,Furniture,Chairs
6412,2017-08-17,102.93,Office Supplies,Binders
7939,2017-08-17,221.056,Office Supplies,Binders
7187,2017-08-17,16.784,Furniture,Furnishings
7188,2017-08-17,38.864,Office Supplies,Appliances
617,2017-08-18,9.94,Furniture,Furnishings
619,2017-08-18,37.91,Technology,Phones
616,2017-08-18,40.48,Furniture,Furnishings
620,2017-08-18,88.02,Furniture,Furnishings
6711,2017-08-18,9.912,Office Supplies,Art
6209,2017-08-18,2793.528,Office Supplies,Binders
6210,2017-08-18,1000.02,Office Supplies,Storage
1512,2017-08-18,200.064,Office Supplies,Storage
1514,2017-08-18,6.744,Office Supplies,Binders
6211,2017-08-18,65.94,Furniture,Furnishings
6897,2017-08-18,10.782,Office Supplies,Binders
4276,2017-08-18,323.1,Office Supplies,Storage
5611,2017-08-18,843.9,Technology,Accessories
8606,2017-08-18,23.18,Technology,Accessories
5612,2017-08-18,1496.16,Technology,Accessories
618,2017-08-18,107.424,Office Supplies,Binders
1513,2017-08-18,21.38,Office Supplies,Binders
4414,2017-08-19,387.99,Office Supplies,Binders
6424,2017-08-19,19.44,Office Supplies,Paper
8805,2017-08-19,102.72,Office Supplies,Binders
4920,2017-08-19,2.296,Office Supplies,Binders
8859,2017-08-20,35.96,Technology,Phones
7742,2017-08-20,25.92,Office Supplies,Paper
2024,2017-08-20,239.12,Office Supplies,Binders
5965,2017-08-20,226.56,Office Supplies,Storage
5964,2017-08-20,17.22,Office Supplies,Supplies
2854,2017-08-20,40.29,Office Supplies,Storage
5966,2017-08-20,107.88,Technology,Phones
3335,2017-08-21,431.968,Technology,Phones
3338,2017-08-21,117.144,Office Supplies,Binders
3336,2017-08-21,129.92,Furniture,Furnishings
9270,2017-08-21,4305.552,Office Supplies,Binders
3337,2017-08-21,568.728,Furniture,Tables
9269,2017-08-21,32.088,Office Supplies,Binders
6415,2017-08-21,83.88,Office Supplies,Paper
3604,2017-08-21,25.16,Furniture,Furnishings
3603,2017-08-21,277.4,Office Supplies,Paper
424,2017-08-21,866.4,Furniture,Chairs
3339,2017-08-21,203.52,Office Supplies,Appliances
826,2017-08-21,35.0,Office Supplies,Fasteners
8039,2017-08-21,388.704,Furniture,Chairs
3605,2017-08-21,91.92,Furniture,Furnishings
3334,2017-08-21,17.12,Office Supplies,Art
9900,2017-08-21,237.096,Office Supplies,Storage
827,2017-08-21,37.24,Office Supplies,Supplies
3340,2017-08-21,51.75,Office Supplies,Labels
828,2017-08-21,15.28,Office Supplies,Envelopes
8041,2017-08-21,33.18,Technology,Accessories
8040,2017-08-21,572.58,Office Supplies,Storage
9902,2017-08-21,6.672,Office Supplies,Paper
9901,2017-08-21,22.752,Furniture,Furnishings
5234,2017-08-22,210.008,Furniture,Tables
6104,2017-08-22,314.532,Furniture,Tables
4301,2017-08-23,8.72,Office Supplies,Paper
4298,2017-08-23,49.568,Office Supplies,Paper
4297,2017-08-23,4367.896,Technology,Phones
4300,2017-08-23,2.784,Furniture,Furnishings
4299,2017-08-23,161.376,Office Supplies,Appliances
5403,2017-08-24,3.744,Office Supplies,Binders
6025,2017-08-24,10.368,Office Supplies,Paper
5402,2017-08-24,24.672,Office Supplies,Binders
6024,2017-08-24,646.272,Office Supplies,Appliances
8634,2017-08-25,130.98,Furniture,Bookcases
1483,2017-08-25,3.424,Office Supplies,Paper
1482,2017-08-25,9.728,Office Supplies,Art
7913,2017-08-25,25.696,Office Supplies,Storage
874,2017-08-25,192.16,Office Supplies,Paper
2716,2017-08-26,71.98,Technology,Accessories
9584,2017-08-26,53.72,Office Supplies,Storage
8128,2017-08-26,64.96,Furniture,Furnishings
4339,2017-08-27,5.184,Office Supplies,Paper
2917,2017-08-27,5.952,Office Supplies,Art
3381,2017-08-27,2.896,Office Supplies,Envelopes
1795,2017-08-27,63.84,Office Supplies,Storage
3750,2017-08-27,28.4,Office Supplies,Supplies
8934,2017-08-27,12.672,Office Supplies,Paper
3754,2017-08-27,354.9,Office Supplies,Storage
377,2017-08-27,1488.424,Furniture,Tables
1796,2017-08-27,347.97,Technology,Phones
8575,2017-08-27,14.336,Office Supplies,Appliances
3751,2017-08-27,230.28,Furniture,Chairs
8935,2017-08-27,1119.888,Technology,Accessories
3747,2017-08-27,198.46,Furniture,Furnishings
3748,2017-08-27,321.92,Office Supplies,Appliances
1797,2017-08-27,37.008,Office Supplies,Binders
9385,2017-08-27,120.576,Furniture,Furnishings
3752,2017-08-27,116.28,Office Supplies,Paper
3749,2017-08-27,879.984,Technology,Copiers
3753,2017-08-27,841.568,Office Supplies,Binders
3922,2017-08-28,25.344,Office Supplies,Paper
3923,2017-08-28,26.72,Office Supplies,Paper
4598,2017-08-28,91.6,Office Supplies,Appliances
2484,2017-08-28,99.68,Office Supplies,Binders
2483,2017-08-28,1137.75,Furniture,Tables
2482,2017-08-28,35.168,Technology,Phones
4597,2017-08-28,21.81,Office Supplies,Supplies
2485,2017-08-28,5.56,Office Supplies,Art
4237,2017-08-29,9.408,Office Supplies,Art
1941,2017-08-29,47.36,Office Supplies,Labels
8115,2017-08-29,148.02,Furniture,Furnishings
1942,2017-08-29,27.44,Office Supplies,Storage
1943,2017-08-29,3.24,Office Supplies,Binders
4990,2017-08-31,689.408,Technology,Phones
1532,2017-08-31,8.376,Office Supplies,Fasteners
7063,2017-08-31,6.208,Office Supplies,Supplies
1531,2017-08-31,10.744,Office Supplies,Storage
2841,2017-08-31,229.544,Office Supplies,Paper
6405,2017-08-31,569.568,Furniture,Chairs
4989,2017-08-31,6.672,Office Supplies,Binders
3654,2017-08-31,638.73,Office Supplies,Appliances
9663,2017-08-31,193.95,Office Supplies,Storage
6406,2017-08-31,149.73,Office Supplies,Storage
5609,2017-08-31,659.9,Technology,Accessories
7220,2017-09-01,274.491,Office Supplies,Binders
3087,2017-09-02,12.992,Office Supplies,Appliances
3085,2017-09-02,127.984,Technology,Accessories
7245,2017-09-02,354.9,Office Supplies,Storage
5960,2017-09-02,21.12,Furniture,Furnishings
3086,2017-09-02,3.984,Furniture,Furnishings
3084,2017-09-02,252.784,Office Supplies,Binders
1925,2017-09-03,199.98,Technology,Accessories
8540,2017-09-03,30.84,Office Supplies,Binders
8539,2017-09-03,479.984,Technology,Copiers
8474,2017-09-04,37.896,Office Supplies,Binders
4417,2017-09-04,478.24,Office Supplies,Binders
1281,2017-09-04,15.12,Office Supplies,Labels
966,2017-09-04,12.96,Office Supplies,Paper
964,2017-09-04,9.82,Office Supplies,Labels
8475,2017-09-04,65.584,Office Supplies,Paper
1282,2017-09-04,17.43,Office Supplies,Binders
967,2017-09-04,191.6,Office Supplies,Paper
969,2017-09-04,501.81,Office Supplies,Storage
1283,2017-09-04,251.64,Office Supplies,Paper
965,2017-09-04,35.97,Office Supplies,Art
968,2017-09-04,8.64,Office Supplies,Labels
8420,2017-09-05,199.98,Technology,Accessories
8281,2017-09-05,207.0,Furniture,Chairs
8418,2017-09-05,286.85,Furniture,Tables
8419,2017-09-05,66.96,Office Supplies,Storage
8416,2017-09-05,147.92,Office Supplies,Binders
8280,2017-09-05,65.232,Office Supplies,Envelopes
8417,2017-09-05,104.28,Office Supplies,Storage
5361,2017-09-06,720.76,Office Supplies,Storage
669,2017-09-06,23.976,Furniture,Furnishings
671,2017-09-06,36.352,Office Supplies,Paper
8147,2017-09-06,49.12,Office Supplies,Paper
670,2017-09-06,108.925,Furniture,Tables
2573,2017-09-07,526.45,Furniture,Furnishings
1043,2017-09-07,8.84,Office Supplies,Art
976,2017-09-07,1.08,Office Supplies,Binders
6141,2017-09-07,195.64,Office Supplies,Storage
6140,2017-09-07,274.8,Office Supplies,Paper
1044,2017-09-07,58.464,Office Supplies,Appliances
2232,2017-09-07,228.92,Office Supplies,Storage
6142,2017-09-07,257.98,Technology,Phones
6143,2017-09-07,119.04,Office Supplies,Art
7876,2017-09-09,11.176,Office Supplies,Appliances
7875,2017-09-09,31.104,Office Supplies,Paper
2400,2017-09-09,56.45,Office Supplies,Storage
7284,2017-09-09,66.112,Furniture,Furnishings
8754,2017-09-09,4.86,Office Supplies,Binders
5578,2017-09-09,6.56,Office Supplies,Art
5894,2017-09-09,99.87,Office Supplies,Storage
7283,2017-09-09,25.92,Office Supplies,Art
1213,2017-09-09,3.036,Office Supplies,Binders
1214,2017-09-09,4.503,Office Supplies,Binders
1215,2017-09-09,4.672,Office Supplies,Art
4622,2017-09-09,8.832,Office Supplies,Supplies
5216,2017-09-09,17.48,Office Supplies,Envelopes
8755,2017-09-09,6.258,Office Supplies,Binders
1212,2017-09-09,141.372,Furniture,Chairs
4624,2017-09-09,258.48,Office Supplies,Storage
1216,2017-09-09,95.88,Technology,Accessories
2399,2017-09-09,628.81,Office Supplies,Storage
5441,2017-09-09,6.368,Office Supplies,Paper
1218,2017-09-09,258.696,Technology,Accessories
1217,2017-09-09,17.024,Furniture,Furnishings
5579,2017-09-09,243.92,Furniture,Chairs
1219,2017-09-09,1931.958,Technology,Phones
7718,2017-09-09,159.96,Technology,Accessories
6255,2017-09-09,9.856,Office Supplies,Labels
4623,2017-09-09,177.536,Office Supplies,Paper
8753,2017-09-09,17.712,Office Supplies,Labels
4625,2017-09-09,14.136,Furniture,Furnishings
5580,2017-09-09,47.52,Office Supplies,Paper
3821,2017-09-10,18.98,Office Supplies,Paper
1394,2017-09-10,652.45,Furniture,Tables
4916,2017-09-10,67.144,Office Supplies,Art
1395,2017-09-10,66.645,Furniture,Tables
3820,2017-09-10,314.352,Furniture,Bookcases
1323,2017-09-10,10.816,Office Supplies,Paper
3822,2017-09-10,18.24,Office Supplies,Binders
2711,2017-09-10,45.888,Furniture,Furnishings
5258,2017-09-10,35.2,Office Supplies,Paper
3819,2017-09-10,12.816,Office Supplies,Binders
4917,2017-09-10,254.058,Furniture,Chairs
8593,2017-09-11,191.976,Technology,Accessories
3184,2017-09-11,544.38,Office Supplies,Storage
4610,2017-09-11,47.12,Furniture,Furnishings
3183,2017-09-11,1633.14,Office Supplies,Storage
